message,label,source
K.:)you are the only girl waiting in reception ah?,legitimate,SMSSpamCollection
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",legitimate,SMSSpamCollection
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,legitimate,SMSSpamCollection
"Sir, i am waiting for your call.",legitimate,SMSSpamCollection
What's up. Do you want me to come online?,legitimate,SMSSpamCollection
"It could work, we'll reach a consensus at the next meeting",legitimate,SMSSpamCollection
Aiyah then i wait lor. Then u entertain me. Hee...,legitimate,SMSSpamCollection
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",legitimate,SMSSpamCollection
I'll let you know when it kicks in,legitimate,SMSSpamCollection
You call him now ok i said call him,legitimate,SMSSpamCollection
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,legitimate,SMSSpamCollection
Or ü go buy wif him then i meet ü later can?,legitimate,SMSSpamCollection
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,legitimate,SMSSpamCollection
Today my system sh get ready.all is well and i am also in the deep well,legitimate,SMSSpamCollection
Mom wants to know where you at,legitimate,SMSSpamCollection
"Aight, I'll text you when I'm back",legitimate,SMSSpamCollection
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,legitimate,SMSSpamCollection
Oh ok i didnt know what you meant. Yep i am baby jontin,legitimate,SMSSpamCollection
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,fraudulent,SMSSpamCollection
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,fraudulent,SMSSpamCollection
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,fraudulent,SMSSpamCollection
Watching tv now. I got new job :),legitimate,SMSSpamCollection
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,legitimate,SMSSpamCollection
I AM AT A PARTY WITH ALEX NICHOLS,legitimate,SMSSpamCollection
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,fraudulent,SMSSpamCollection
Just seeing your missed call my dear brother. Do have a gr8 day.,legitimate,SMSSpamCollection
Ok.. Ü finishing soon?,legitimate,SMSSpamCollection
"Sorry, I can't help you on this.",legitimate,SMSSpamCollection
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",legitimate,SMSSpamCollection
I love your ass! Do you enjoy doggy style? :),legitimate,SMSSpamCollection
I think asking for a gym is the excuse for lazy people. I jog.,legitimate,SMSSpamCollection
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,fraudulent,SMSSpamCollection
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,fraudulent,SMSSpamCollection
No. On the way home. So if not for the long dry spell the season would have been over,legitimate,SMSSpamCollection
I gotta collect da car at 6 lei.,legitimate,SMSSpamCollection
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,legitimate,SMSSpamCollection
Probably earlier than that if the station's where I think it is,legitimate,SMSSpamCollection
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,fraudulent,SMSSpamCollection
Good Morning plz call me sir,legitimate,SMSSpamCollection
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",fraudulent,SMSSpamCollection
"Uh, heads up we don't have THAT much left",legitimate,SMSSpamCollection
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,legitimate,SMSSpamCollection
"Aight, sounds good. When do you want me to come down?",legitimate,SMSSpamCollection
Wat would u like 4 ur birthday?,legitimate,SMSSpamCollection
I love working from home :),legitimate,SMSSpamCollection
And miss vday the parachute and double coins??? U must not know me very well...,legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
My sister got placed in birla soft da:-),legitimate,SMSSpamCollection
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,fraudulent,SMSSpamCollection
Wah... Okie okie... Muz make use of e unlimited... Haha... ,legitimate,SMSSpamCollection
"There're some people by mu, I'm at the table by lambda",legitimate,SMSSpamCollection
And stop being an old man. You get to build snowman snow angels and snowball fights.,legitimate,SMSSpamCollection
ELLO BABE U OK?,legitimate,SMSSpamCollection
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,legitimate,SMSSpamCollection
Then u going ikea str aft dat?,legitimate,SMSSpamCollection
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,legitimate,SMSSpamCollection
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,legitimate,SMSSpamCollection
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,legitimate,SMSSpamCollection
You want to go? ,legitimate,SMSSpamCollection
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,fraudulent,SMSSpamCollection
Its not that time of the month nor mid of the time?,legitimate,SMSSpamCollection
Fffff. Can you text kadeem or are you too far gone,legitimate,SMSSpamCollection
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,legitimate,SMSSpamCollection
Is fujitsu s series lifebook good?,legitimate,SMSSpamCollection
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,legitimate,SMSSpamCollection
Dont know you bring some food,legitimate,SMSSpamCollection
No current and food here. I am alone also,legitimate,SMSSpamCollection
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,legitimate,SMSSpamCollection
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,legitimate,SMSSpamCollection
Ok,legitimate,SMSSpamCollection
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,legitimate,SMSSpamCollection
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",legitimate,SMSSpamCollection
Omg it could snow here tonite!,legitimate,SMSSpamCollection
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,fraudulent,SMSSpamCollection
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,fraudulent,SMSSpamCollection
Carry on not disturbing both of you,legitimate,SMSSpamCollection
What pa tell me.. I went to bath:-),legitimate,SMSSpamCollection
Jus finished avatar nigro,legitimate,SMSSpamCollection
R u over scratching it?,legitimate,SMSSpamCollection
Hope you are having a great day.,legitimate,SMSSpamCollection
Did either of you have any idea's? Do you know of anyplaces doing something?,legitimate,SMSSpamCollection
"My planning usually stops at ""find hella weed, smoke hella weed""",legitimate,SMSSpamCollection
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",legitimate,SMSSpamCollection
Excellent! Are you ready to moan and scream in ecstasy?,legitimate,SMSSpamCollection
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,fraudulent,SMSSpamCollection
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,legitimate,SMSSpamCollection
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",fraudulent,SMSSpamCollection
K...k:)why cant you come here and search job:),legitimate,SMSSpamCollection
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,legitimate,SMSSpamCollection
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",legitimate,SMSSpamCollection
Can ü call me at 10:10 to make sure dat i've woken up...,legitimate,SMSSpamCollection
Hey we can go jazz power yoga hip hop kb and yogasana ,legitimate,SMSSpamCollection
The battery is for mr adewale my uncle. Aka Egbon,legitimate,SMSSpamCollection
I cant pick the phone right now. Pls send a message,legitimate,SMSSpamCollection
Wait 2 min..stand at bus stop,legitimate,SMSSpamCollection
Oh ic. I thought you meant mary jane.,legitimate,SMSSpamCollection
Haha... Really oh no... How? Then will they deduct your lesson tmr?,legitimate,SMSSpamCollection
Nah im goin 2 the wrks with j wot bout u?,legitimate,SMSSpamCollection
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,legitimate,SMSSpamCollection
Good night. Am going to sleep.,legitimate,SMSSpamCollection
"Aight I'll grab something to eat too, text me when you're back at mu",legitimate,SMSSpamCollection
K...k:)why cant you come here and search job:),legitimate,SMSSpamCollection
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,legitimate,SMSSpamCollection
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",legitimate,SMSSpamCollection
Howz that persons story,legitimate,SMSSpamCollection
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,fraudulent,SMSSpamCollection
LOL that would be awesome payback.,legitimate,SMSSpamCollection
it to 80488. Your 500 free text messages are valid until 31 December 2005.,fraudulent,SMSSpamCollection
Yes :)it completely in out of form:)clark also utter waste.,legitimate,SMSSpamCollection
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,SMSSpamCollection
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,legitimate,SMSSpamCollection
What's a feathery bowa? Is that something guys have that I don't know about?,legitimate,SMSSpamCollection
Even i cant close my eyes you are in me our vava playing umma :-D,legitimate,SMSSpamCollection
2 laptop... I noe infra but too slow lar... I wan fast one,legitimate,SMSSpamCollection
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,fraudulent,SMSSpamCollection
Nvm it's ok...,legitimate,SMSSpamCollection
Enjoy ur life. . Good night,legitimate,SMSSpamCollection
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,legitimate,SMSSpamCollection
I had askd u a question some hours before. Its answer,legitimate,SMSSpamCollection
Thats cool. Where should i cum? On you or in you? :),legitimate,SMSSpamCollection
Delhi and chennai still silent.,legitimate,SMSSpamCollection
Lol alright i was thinkin that too haha,legitimate,SMSSpamCollection
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,fraudulent,SMSSpamCollection
